Cause,Count,Percentage,Cumulative_Percentage
Unknown - Breakers opened and reclosed. Cause is unknown.     UPDATE 6/14/22: Line flown twice and no issues found.,1,0.01,81.29000000000723
Unknown - SPA reports RSK 32 tripped and reclosed as well.,1,0.01,81.30000000000723
"Unknown - Date/Time: 06/12/2022 21:27:00  Line Section: Horseshoe Lake 23   Cause: Unknown  Loads Affected: HORSESHOE LAKE STA Bank 3  Notified Parties/Crew Status: Horseshoe Lake, Enable,   Contingency Analysis Issues: None   Mitigation Plan: None at this time   CROW: 366770  ETR: TBD  Additional Information: Breaker 23 at Horseshoe Lake tripped open that energizes the Enable compressor station. Crews dispatched from OGE and Enable to investigate.    Blown insulators on lowside of transformer",1,0.01,81.31000000000724
"Unknown - Tripped and reclosed, no severe weather in the area.",1,0.01,81.32000000000724
Unknown - Clear weather during trip/reclose but storms went through previous day    UPDATE 6/14/22: Line flown twice and no issues found.,1,0.01,81.33000000000725
Unknown - Tripped and reclosed. Clear weather. DTF 19.2 from Maud Tap and 29.3 from Fixico.,1,0.01,81.34000000000725
"Other - Date/Time: 06/11/2022 07:54:00  Line Section: Redbud Unit #1&2 U1ST, U1CT, U2ST, U2CT, 381, 383  Cause: Unknown  Loads Affected: None  Notified Parties/Crew Status: N/A  Contingency Analysis Issues: None  Mitigation Plan: N/A  CROW: 366614  ETR: Unknown  Additional Information: Clear weather, plant investigating    Cause: ST1 generator ground was initial suspected but meggered ST1 is no fault found.",1,0.01,81.35000000000726
Unknown - Maud Tap 10 to Park Lane 7 tripped and reclosed. No severe weather in the area.,1,0.01,81.36000000000726
Unknown - Fixico 9 opened and re-closed. Cromwell Tap 31 open at the time. Weather in the area.,1,0.01,81.37000000000727
"Weather, excluding lightning - Storms in area, per SWEP operator SWEP N Huntington/SWEP N Booneville 161kV line tripped and reclosed at the same time as unit trip, Howe Int 7 also tripped and reclosed at the same time (single breaker operation, remote ends did not trip)    Unit had approx 50MW on it at the time of trip",1,0.01,81.38000000000727
"Unknown - Storms in area, per SWEP operator SWEP N Huntington/SWEP N Booneville 161kV line tripped and reclosed at the same time as this operation as well as River Valley (AES) Unit 2 trip.     PSO and KAMO ends did not trip. Tarby ends did not trip.",1,0.01,81.39000000000728
"Failed AC Circuit Equipment - Date/Time: 06/10/2022 04:53:00  Line Section: Cushing Tap 7 to Drumright 6  Cause: Failed structures  Loads Affected: Antioch Bank 3, Shell PL Cushing Bank 2, Skelly PL Cushing Bank 1  Notified Parties/Crew Status: Aaron Thrall dispatched  Contingency Analysis Issues: None  Mitigation Plan: N/A  CROW: 366468  ETR: 0803  Additional Information: Cushing Tap 7 to Drumright 6 tripped and locked out. Weather in the area.",1,0.01,81.40000000000728
"Weather, excluding lightning - Weather in area, DTF 1.6 from three sands,",1,0.01,81.41000000000729
"Lightning - Date/Time: 06/10/2022 03:50:00  Line Section: Chikaskia 11 Chilocco Tap 31  Cause: Unknown  Loads Affected: No OGE loads affected   Notified Parties/Crew Status: Enid On Call, WFEC, SPP  Contingency Analysis Issues: N/A  Mitigation Plan: N/A  CROW: 366466  ETR: TBD  Additional Information: Chikaskia 11 locked open, No DTF, this line goes to a normally open switch at Chilocco Tap. Could not confirm from WFEC if there is load affected from taps.     Found R and RG target, Chilocco Tap 31 open, tested and held, most likely lightning strike. Close time 0608.",1,0.01,81.42000000000729
"Lightning - weather in area,  Tulsa Ave DTF 1.9 & -2.1",1,0.01,81.4300000000073
"Weather, excluding lightning - Weather in area, DTF 1.2 from 38th Street, .5 from Mustang",1,0.01,81.4400000000073
"Weather, excluding lightning - Weather in area, DTF 12.3 from Reno",1,0.01,81.45000000000731
Other - No weather in the area. DCC Notified. Plant reports an issue with the condensate pump that tripped the unit off line. At 200MW when trip occurred.,1,0.01,81.46000000000731
Unknown - Trip and reclose.  No weather in area.  DTF from Five Tribes 11.1 miles.  DTF from Warner 35.5    UPDATE 6/14/22: Line flown twice and no issues found.,1,0.01,81.47000000000732
"Unknown - During trip and reclose of 69kV line Stateline 6 Tarby 7, Roland Road 8 operated too.  It was a clear weather also.      Update:  6/9/22 11:00 Flown twice but no damage found.  cd",1,0.01,81.48000000000732
Unknown - Trip and reclose.  No DTF.    Roland Road PCB 8 Trip and reclosed also.,1,0.01,81.49000000000733
"Unknown - Date/Time: 06/08/2022 21:15:15  Line Section: Fixico 10 to Maud Tap 7  Cause: Unknown  Loads Affected: Byng SPA Bank 2, Jumper Creek Bank 3, Konawa OC Pump Bank 1, Sasakwa Bank 2, Sasakwa Bank 3, Young creek Bank 1, Cypress Bank 1, Cypress Bank 2, Emahaka Bank 1, Letha Bank 1, Little River Bank 1, Wewoka Bank 3, Wewoka Bank 4  Notified Parties/Crew Status: Shawnee Sub Ops  Contingency Analysis Issues: None  Mitigation Plan: N/A  CROW: 366350  ETR: Unknown  Additional Information: Fixico 10 and Maud Tap 7 operated. Fixico 10 locked out after reclosing scheme, along with Wewoka 33 and Cypress 38. NO Cypress 30 automatically closed to feed load at Cypress. Cause is unknown, Shawnee sub ops dispatched.    Update: 22:29:23 Load picked up at Letha. Line deenergized between Lima Tap 35, Wewoka 33, and Cypress.  Found problem at Structure 5/3 just outside of Cypress.",1,0.01,81.50000000000733
"Unknown - Cleo corner 10 attempted to reclose several times, sent a SCADA command to open, WFEC saw same operations at WFEC Cherokee, WFEC sectionalized at WFEC Wakita",1,0.01,81.51000000000734
"Unknown - weather in area, WFEC Cherokee stayed open, WFEC closed by SCADA, no DTF,",1,0.01,81.52000000000734
Unknown - Notified DCC & WFEC.     The Forest Hill to Maud Tap Line was out of service.,1,0.01,81.53000000000735
Unknown - Weather in area.  Etowah MOS 33 stayed open so Maud Tap PCB 8 was not affected.,1,0.01,81.54000000000735
"Failed AC Circuit Equipment - Bad jumper discovered 8-18-21, repairs to take place 8-19-21",1,0.01,81.55000000000736
"Lightning - weather in area.  GRDA  Gore 940 tripped at same time (Gore/Okay/Summit).  Muskogee 69kV PCB T15 scada reported trip, but no operation occurred based on analog trend. (UPDATE: Shawn Jacobs confirmed that T15 DID NOT operate)",1,0.01,81.56000000000736
Failed Protection System Equipment - Beeline appears to have mis operated for fault on Bristow/Bellcow  Bluebell did not operate,1,0.01,81.57000000000737
"Weather, excluding lightning - Weather in area  DTF Bristow 21, Bellcow 11  Beeline 187,188 appears to have mis operated for fault",1,0.01,81.58000000000737
Unknown - weather in area  Northwest 118/188 appears  to to have mis operated for fault on Ketch/Skyline,1,0.01,81.59000000000738
"Lightning - Weather in area  Northwest 118/188 appears to sis operated for fault  Skyline failed to close, in alarm",1,0.01,81.60000000000738
Lightning - Bluebell 183 was already open,1,0.01,81.61000000000739
Failed AC Circuit Equipment - Roman Nose closed back Dewey stayed open  Isolated between Southard and Roman Nose  Possible single phasing  Jumper off 2nd pole from Southard towards Roman Nose,1,0.01,81.6200000000074
"Unknown - Maud 8 to  normally open Etowah 33 tripped and did not reclose, closed back by SCADA and held.    UPDATE: Breaker cleared per S1248 1014 8/13/21. Marcus found and repaired/replaced bad ACR. Back to normal service at 1049 8/13/21.    TCC requested Maud Tap/Etowah line be patrolled.    Update per Mike Hames 8-16-21: The helicopter group just finished flying the Etowah to Maud tap section of line and they also flew the taps for Pearson and Tribbey pipeline.  They found four tree issues that look like we’re burned so they’re going to address that as quick as I can get out there and cut the trees back.",1,0.01,81.6300000000074
"Other - Seminole Unit 1 Trip, at 111MW. Hydrogen seal oil leak. Market Ops/ DCC Notified.",1,0.01,81.6400000000074
Unknown - No Weather in area.    WFEC DTF is 25.6 miles.  Which is around WFEC ENOS and WFEC Texoma subs on their line.,1,0.01,81.65000000000741
Other - Boiler water feed pump tripped unit.,1,0.01,81.66000000000741
Unknown - Weather in area.  All ends operated and reclosed.  DTF puts it close to Earlsboro Corner.,1,0.01,81.67000000000742
Unknown - weather in area  No DTF on either side,1,0.01,81.68000000000742
Unknown - Severe weather in the area. Notified DCC. South 4th St. 109 did not appear to trip.,1,0.01,81.69000000000743
Failed Protection System Equipment - Bluebell did not trip 187 and 183 already open,1,0.01,81.70000000000744
"Weather, excluding lightning - Severe weather in the area. DCC Notified.",1,0.01,81.71000000000744
Foreign Interference - Weather in the area. DCC notified.    Car hit pole ~4 blocks west of NE 10th Sub on NE 10th Street.    All Distribution load picked up and sectionalized transmission T127 at NE 10th @ 0247 and picked up Midway load and NE 10th bank 2.    Then energized transmission to NE 10th  switch 123 @0404.  cd    JW: Line Section Restored at 8/9/21 18:10,1,0.01,81.72000000000745
"Lightning - Cleo Corner PCB 10 trip coil, resistor and associated wiring are all burned up.  Appears that Cleo Corner PCB 10 opened up and stayed open due to weather in the area, possible lightning strike. WFEC notified.",1,0.01,81.73000000000745
"Unknown - State Line/Tarby 69kV line locked out, Clear weather in the area.  Crews dispatched to sectionalize Murry Spur AVEC.  AVEC notified.  Danny Sewell notified TCC there is a dump truck in line between State Line/Murray Spur Tap 69kV line section.  Danny Sewell in route to Murray Spur Tap to perform sectionalizing switching.  Murray Spur AVEC load restored at 1307, AVEC notified.    G, G1",1,0.01,81.74000000000746
Failed AC Circuit Equipment - None. DCC and WFEC notified.      Update: WFEC found a down structure near WFEC Bluff Creek Substation. Cause of structure failure is unknown. CED 8/5/21,1,0.01,81.75000000000746
Unknown - Healdton Tap 1 was open so healdton 11 never tripped   Line flown nothing found.,1,0.01,81.76000000000747
"Unknown - Maud Tap 8 did not auto-reclose, closed by SCADA",1,0.01,81.77000000000747
Unknown - Trip and Reclose with no inclement weather in the area.,1,0.01,81.78000000000748
Lightning - Severe weather in the area with lots of lightning,1,0.01,81.79000000000748
Lightning - Very large lightning storm in area. Three Sands PCB 13 did not operate. No stations effected. DCC notified. N/O Chilocco Tap prevented Chikaskia PCB 11 from operating. No DTF.,1,0.01,81.80000000000749
Unknown - Osage PCB 11 needs to be Synched and closed on manual in order to be reclosed.   Update: Closed breaker manually.  Severe lightning storm in area.,1,0.01,81.81000000000749
Other - Tube Leak.,1,0.01,81.8200000000075
"Other - ""Valve issues"" per Market ops, should return to service soon",1,0.01,81.8300000000075
"Failed AC Substation Equipment - Tripped ~2 minutes after closing, shows low spring charge, have had ongoing issues with this breaker recently, crews dispatched",1,0.01,81.8400000000075
Failed AC Circuit Equipment - Down phase 1 mile from Stillwater sub,1,0.01,81.85000000000751
"Unknown - Clear Weather, Five Tribes did not operate  Warner DTF 8.9 and 9.0",1,0.01,81.86000000000752
Failed AC Circuit Equipment - Broken cross-arm on Maud Tap to Earlsboro 69kV line.,1,0.01,81.87000000000752
"Weather, excluding lightning - weather in area  Arbuckle 110 operated at same time - no match at Honey Creek    Arbuckle 110 did not operate - Must be a SCADA issue.  S.W.J",1,0.01,81.88000000000753
Other - Tripped due to high vibration and equipment failure of fans. AT 60MW at time of trip. Market Ops notified.,1,0.01,81.89000000000753
"Weather, excluding lightning - Severe weather in the area. SPP &  DCC notified.",1,0.01,81.90000000000754
Unknown - Market reports Output was 254MW at time of trip.,1,0.01,81.91000000000754
"Weather, excluding lightning - On Dewey Misop-had no choice for failure to reclose properly.  According to Jeff Meir Dewey failed to reclose last week due to synch issue.    weather in the area, lightning unknown,",1,0.01,81.92000000000755
"Lightning - Storms in area. Breakers were on supv due to frayed conductor issues on both Badger/EHV lines. Closed by SCADA at 0132, line is holding and windfarm will be coming back online.",1,0.01,81.93000000000755
Human Error - While working on PCB 193 crews unintentionally  tripped 183 and 181.  Crews told to stand down and have supervisor/manager contact TCC before proceeding.  Work boundaries were extended out to McClain 138kV 181L & 183M.,1,0.01,81.94000000000756
"Failed AC Circuit Equipment - Trip and reclose during clear weather, after a few minutes a field report came in reporting that a phase was hanging about 10 feet from the ground, opened by SCADA at 2007, isolated problem and energized Lakeside at 2118, repaired and placed back in service at 2327",1,0.01,81.95000000000756
"Unknown - Clear weather, e-mail sent.",1,0.01,81.96000000000757
"Unknown - Clear Weather trip and reclose, e-mail sent.",1,0.01,81.97000000000757
Failed AC Circuit Equipment - No Inclement Weather in the area. PSO Line.     Update: PSO found broken sleeves and expect the line to be in-service late afternoon of 9/10/21    Placed in normal service at 1748 9/10/21 per S1478,1,0.01,81.98000000000758
"Failed AC Circuit Equipment - clear weather, DTF 6 miles from Dewey, Dewey 137 opened automatically,    Found broke crossarm right where DTF indicated, line has known issues but clearances were turned down twice per Kevin Nagy.    Woodward District EHV/Dewey 138kV forced outage, Iodine and Redcliff offline.CROW 331836, Tanner VanZee 580-334-5893 dispatched to Redcliff Tap,   ETA 1230  Loads restored at 1229    Clearance issued at 1353, will be repaired by mid-day Tuesday the 7th.",1,0.01,81.99000000000758
Human Error - Breaker operated as crews was investigating an alarm. While checking voltage across poles the breaker tripped/reclosed. Only Dayton PCB 108 operated.    Update: Breaker alarm was caused by a locked up Ice Cube relay. No know reason as to why the breaker operated while crews was checking voltage. S1452.,1,0.01,82.00000000000759
Unknown - weather in area  plant investigation could find no issue - closed by scada and all returned normal,1,0.01,82.0100000000076
